record_code,location_id,location_name,latitude,longitude,timestamp,traffic_density,congestion_index,avg_speed_kmh,aqi,pm25,pm10,co2_ppm,temperature_c,humidity_pct,weather,risk_score,is_anomaly,anomaly_type,anomaly_explanation
URB-14270,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 07:18:42,98,0.43,33.4,63,27.4,57.5,487.8,20.6,85.1,Rain,36.5,False,None,
URB-14271,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 07:27:42,302,0.98,19.5,159,71.1,128.5,666.2,18.8,64.5,Partly Cloudy,82.3,False,None,
URB-14272,LOC-08,University District,40.729,-73.996,2026-08-03 07:48:42,197,0.82,15.8,131,58.4,106.9,569.7,20.6,83.4,Fog,72.8,False,None,
URB-14273,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 07:55:42,269,0.98,13.4,142,67.8,126.7,642.9,22.6,65.8,Clear,82.3,False,None,
URB-14274,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 08:14:42,303,0.98,14.2,168,79.1,144.2,680.7,21.2,65.0,Partly Cloudy,86.5,False,None,
URB-14275,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 08:33:42,264,0.98,12.9,180,85.7,152.5,651.4,22.3,57.8,Haze,89.2,False,None,
URB-14276,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 08:43:42,234,0.98,9.8,109,47.9,86.9,624.2,21.3,83.0,Rain,78.4,False,None,
URB-14277,LOC-05,North Residential,40.79,-73.96,2026-08-03 08:55:42,165,0.7,17.0,84,38.5,78.7,555.9,23.2,76.7,Heavy Rain,59.2,False,None,
URB-14278,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 09:15:42,124,0.42,30.0,58,23.9,39.6,523.0,21.2,80.3,Heavy Rain,37.0,False,None,
URB-14279,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 09:34:42,371,0.98,13.5,146,67.3,129.8,741.4,24.0,76.2,Rain,83.0,False,None,
URB-14280,LOC-08,University District,40.729,-73.996,2026-08-03 09:42:42,180,0.66,22.4,96,41.2,76.3,566.8,24.8,53.9,Partly Cloudy,57.0,False,None,
URB-14281,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 09:55:42,285,0.98,10.0,135,64.4,125.3,653.2,23.3,80.6,Rain,82.8,False,None,
URB-14282,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 10:20:42,257,0.9,11.2,127,57.1,102.8,627.8,23.4,84.0,Rain,77.6,False,None,
URB-14283,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 10:31:42,179,0.65,21.8,142,68.7,123.8,569.0,25.3,73.9,Fog,64.9,False,None,
URB-14284,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 10:47:42,130,0.55,25.5,96,44.8,82.7,503.7,24.2,58.2,Partly Cloudy,51.0,False,None,
URB-14285,LOC-05,North Residential,40.79,-73.96,2026-08-03 10:57:42,91,0.41,29.3,86,34.8,66.8,470.1,23.9,64.0,Haze,41.8,False,None,
URB-14286,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 11:16:42,75,0.26,47.2,81,42.4,79.9,443.0,27.2,73.6,Fog,27.1,False,None,
URB-14287,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 11:28:42,216,0.76,26.2,157,76.4,146.2,595.2,28.2,54.0,Haze,69.8,False,None,
URB-14288,LOC-08,University District,40.729,-73.996,2026-08-03 11:46:42,110,0.5,26.8,70,30.9,58.0,501.8,23.8,55.7,Clear,43.9,False,None,
URB-14289,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 12:03:42,231,0.98,11.0,108,45.9,89.2,591.3,25.7,73.1,Heavy Rain,77.6,False,None,
URB-14290,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 12:16:42,274,0.98,10.8,134,58.4,101.5,659.0,26.5,75.6,Heavy Rain,82.2,False,None,
URB-14291,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 12:26:42,181,0.77,20.1,121,55.1,106.0,571.8,25.1,59.4,Clear,66.9,False,None,
URB-14292,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 12:45:42,161,0.69,18.1,107,46.2,79.0,533.5,26.9,50.3,Haze,62.3,False,None,
URB-14293,LOC-05,North Residential,40.79,-73.96,2026-08-03 12:57:42,90,0.35,24.7,58,28.2,54.9,481.2,29.6,73.2,Heavy Rain,36.8,False,None,
URB-14294,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 13:18:42,65,0.29,35.0,50,20.2,42.0,444.0,26.7,73.3,Rain,27.9,False,None,
URB-14295,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 13:33:42,180,0.64,28.3,102,48.7,83.4,537.2,28.4,72.5,Heavy Rain,54.3,False,None,
URB-14296,LOC-08,University District,40.729,-73.996,2026-08-03 13:49:42,107,0.38,30.7,86,38.2,73.7,501.1,26.8,73.4,Fog,39.9,False,None,
URB-14297,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 14:05:42,201,0.75,14.3,99,41.3,72.1,580.0,27.5,70.9,Rain,65.2,False,None,
URB-14298,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 14:14:42,207,0.98,4.5,102,47.9,92.1,589.3,29.2,68.0,Heavy Rain,71.6,True,Severe Gridlock,Critical speed drop to 4.5 km/h indicating major arterial blockade.
URB-14299,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 14:27:42,141,0.64,17.7,91,42.7,82.4,530.2,26.9,73.3,Rain,57.7,False,None,
URB-14300,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 14:46:42,154,0.66,19.3,129,54.2,94.0,545.3,30.2,69.0,Fog,64.3,False,None,
URB-14301,LOC-05,North Residential,40.79,-73.96,2026-08-03 14:56:42,84,0.36,35.5,69,32.4,62.4,466.2,30.2,53.5,Partly Cloudy,33.7,False,None,
URB-14302,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 15:12:42,75,0.33,50.9,63,25.4,53.2,443.1,27.5,51.2,Clear,26.7,False,None,
URB-14303,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 15:26:42,211,0.88,23.6,142,62.3,116.1,582.5,26.0,59.5,Clear,98.5,True,Multi-Vector Urban Risk,Combined extreme congestion (88%) and high particulate pollution.
URB-14304,LOC-08,University District,40.729,-73.996,2026-08-03 15:40:42,245,0.75,21.7,73,33.5,62.7,537.8,28.0,69.8,Rain,47.7,True,Traffic Bottleneck,Sudden vehicular surge of 245 vehicles/min exceeding corridor capacity.
URB-14305,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 16:00:42,277,0.95,14.2,160,72.2,131.6,659.0,26.4,54.2,Partly Cloudy,83.9,False,None,
URB-14306,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 16:11:42,406,0.98,15.3,198,95.0,177.3,754.7,27.7,53.5,Partly Cloudy,91.2,False,None,
URB-14307,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 16:27:42,246,0.96,13.5,162,69.2,122.7,608.5,25.8,57.2,Partly Cloudy,85.0,False,None,
URB-14308,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 16:44:42,224,0.83,15.6,155,70.1,122.5,591.8,26.4,59.0,Haze,77.5,False,None,
URB-14309,LOC-05,North Residential,40.79,-73.96,2026-08-03 17:01:42,128,0.45,28.4,91,38.3,68.8,503.2,24.7,60.5,Haze,44.7,False,None,
URB-14310,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 17:14:42,115,0.49,38.7,96,45.2,82.5,502.3,27.6,74.3,Fog,42.1,False,None,
URB-14311,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 17:32:42,326,0.98,13.9,160,71.9,124.5,675.5,27.1,74.3,Rain,85.2,False,None,
URB-14312,LOC-08,University District,40.729,-73.996,2026-08-03 17:41:42,166,0.7,24.3,92,47.2,87.5,550.0,25.4,52.3,Partly Cloudy,92.0,True,Multi-Vector Urban Risk,Combined extreme congestion (70%) and high particulate pollution.
URB-14313,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 18:00:42,263,0.96,14.8,126,53.7,91.9,612.5,23.4,57.6,Clear,78.1,False,None,
URB-14314,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 18:16:42,370,0.98,13.0,240,105.9,198.7,745.4,23.3,84.4,Fog,92.7,False,None,
URB-14315,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 18:29:42,237,0.89,14.1,189,85.4,158.6,605.0,25.7,59.1,Haze,86.6,False,None,
URB-14316,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 18:50:42,211,0.85,19.0,105,44.6,84.5,565.1,26.4,57.3,Partly Cloudy,67.9,False,None,
URB-14317,LOC-05,North Residential,40.79,-73.96,2026-08-03 19:03:42,159,0.7,20.7,83,39.0,66.3,543.7,23.1,64.0,Partly Cloudy,57.2,False,None,
URB-14318,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 19:14:42,94,0.38,37.5,92,44.8,87.6,489.0,22.8,85.3,Fog,37.5,False,None,
URB-14319,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 19:34:42,373,0.98,13.3,176,79.8,143.3,727.4,25.5,80.2,Rain,88.3,False,None,
URB-14320,LOC-08,University District,40.729,-73.996,2026-08-03 19:44:42,202,0.82,18.7,111,47.8,92.0,559.6,25.7,57.6,Clear,67.9,False,None,
URB-14321,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 20:02:42,162,0.73,18.7,122,59.0,114.4,552.7,19.7,86.1,Fog,66.2,False,None,
URB-14322,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 20:17:42,204,0.87,15.7,143,68.7,128.4,561.4,20.4,60.8,Haze,77.0,False,None,
URB-14323,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 20:33:42,144,0.55,23.9,150,69.4,122.2,517.8,23.9,55.1,Haze,61.3,False,None,
URB-14324,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 20:47:42,99,0.34,32.3,77,36.8,66.6,479.0,22.3,58.8,Partly Cloudy,35.9,False,None,
URB-14325,LOC-05,North Residential,40.79,-73.96,2026-08-03 20:56:42,77,0.35,34.5,64,31.4,60.5,474.8,21.8,65.3,Partly Cloudy,33.0,False,None,
URB-14326,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 21:17:42,65,0.29,39.7,44,17.1,37.3,443.3,18.0,88.5,Heavy Rain,24.4,False,None,
URB-14327,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 21:31:42,143,0.53,28.0,80,36.0,72.1,524.1,19.6,83.3,Rain,46.2,False,None,
URB-14328,LOC-08,University District,40.729,-73.996,2026-08-03 21:41:42,101,0.46,22.2,64,31.8,54.4,477.9,20.8,85.1,Rain,43.5,False,None,
URB-14329,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 22:04:42,55,0.2,34.6,87,45.1,89.7,445.2,17.7,89.9,Fog,30.9,False,None,
URB-14330,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-03 22:18:42,81,0.28,39.5,72,31.8,52.3,465.4,18.6,71.0,Clear,29.1,False,None,
URB-14331,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-03 22:29:42,62,0.21,31.2,116,54.1,100.9,440.4,20.9,83.1,Fog,38.1,False,None,
URB-14332,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-03 22:40:42,49,0.18,42.9,56,27.9,54.1,429.6,21.1,66.3,Partly Cloudy,20.6,False,None,
URB-14333,LOC-05,North Residential,40.79,-73.96,2026-08-03 23:01:42,28,0.1,43.9,51,25.5,44.4,430.9,20.2,60.8,Partly Cloudy,16.0,False,None,
URB-14334,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-03 23:11:42,23,0.11,62.8,39,17.7,29.2,415.0,18.6,62.9,Partly Cloudy,13.7,False,None,
URB-14335,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-03 23:30:42,62,0.26,41.8,96,47.2,83.5,468.0,19.2,83.3,Fog,31.3,False,None,
URB-14336,LOC-08,University District,40.729,-73.996,2026-08-03 23:41:42,38,0.17,37.9,52,27.6,47.2,426.5,19.4,63.6,Clear,22.0,False,None,
URB-14337,LOC-01,Downtown Central,40.7128,-74.006,2026-08-03 23:55:42,70,0.31,37.6,80,40.6,81.0,464.0,20.0,65.2,Clear,32.6,False,None,
URB-14338,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 00:11:42,71,0.25,29.2,90,44.2,80.1,476.7,14.8,91.6,Fog,36.1,False,None,
URB-14339,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 00:35:42,62,0.25,31.6,108,53.1,101.0,431.4,18.2,92.3,Fog,38.1,False,None,
URB-14340,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 00:43:42,45,0.2,37.9,52,24.7,49.0,421.2,14.8,73.4,Clear,23.2,False,None,
URB-14341,LOC-05,North Residential,40.79,-73.96,2026-08-04 01:02:42,33,0.14,37.7,66,28.0,52.9,426.5,18.0,85.0,Fog,23.3,False,None,
URB-14342,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 01:10:42,27,0.09,46.6,32,16.7,25.5,429.0,15.0,89.8,Rain,11.7,False,None,
URB-14343,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 01:27:42,61,0.26,55.3,86,43.0,76.9,463.4,14.6,74.4,Clear,27.9,False,None,
URB-14344,LOC-08,University District,40.729,-73.996,2026-08-04 01:44:42,36,0.15,29.2,43,18.4,42.1,430.9,14.4,91.7,Rain,23.9,False,None,
URB-14345,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 01:55:42,66,0.26,38.4,65,26.3,47.8,458.8,14.9,71.2,Clear,27.6,False,None,
URB-14346,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 02:13:42,63,0.22,34.1,99,41.6,80.2,466.1,13.9,69.2,Haze,34.1,False,None,
URB-14347,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 02:29:42,50,0.21,28.6,71,32.8,62.0,425.4,16.7,85.3,Heavy Rain,31.5,False,None,
URB-14348,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 02:41:42,40,0.15,33.5,64,28.1,52.2,416.6,17.4,86.4,Fog,25.5,False,None,
URB-14349,LOC-05,North Residential,40.79,-73.96,2026-08-04 02:59:42,33,0.12,31.4,45,17.8,37.6,435.9,15.5,88.7,Heavy Rain,22.0,False,None,
URB-14350,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 03:16:42,26,0.12,60.5,45,24.9,40.8,435.3,18.5,67.0,Clear,15.2,False,None,
URB-14351,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 03:26:42,57,0.25,38.0,65,26.2,50.3,459.3,18.3,85.0,Heavy Rain,27.4,False,None,
URB-14352,LOC-08,University District,40.729,-73.996,2026-08-04 03:48:42,35,0.13,37.8,70,30.5,50.5,435.6,18.3,89.1,Fog,23.6,False,None,
URB-14353,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 04:00:42,63,0.28,32.6,87,44.2,78.7,465.0,15.9,75.8,Haze,35.1,False,None,
URB-14354,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 04:15:42,126,0.41,25.2,72,29.8,62.7,470.7,19.0,91.2,Heavy Rain,36.2,True,Traffic Bottleneck,Sudden vehicular surge of 126 vehicles/min exceeding corridor capacity.
URB-14355,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 04:30:42,54,0.22,34.1,97,49.1,89.5,446.4,16.8,70.7,Haze,33.7,False,None,
URB-14356,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 04:45:42,44,0.17,38.5,53,23.3,49.3,443.1,18.9,71.5,Partly Cloudy,21.8,False,None,
URB-14357,LOC-05,North Residential,40.79,-73.96,2026-08-04 05:03:42,27,0.09,36.0,58,27.3,58.5,401.9,17.4,71.5,Haze,20.8,False,None,
URB-14358,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 05:14:42,21,0.08,62.5,38,21.4,35.4,428.9,19.5,66.2,Partly Cloudy,12.4,False,None,
URB-14359,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 05:26:42,62,0.28,44.8,87,37.6,76.7,463.9,15.3,67.2,Haze,29.0,False,None,
URB-14360,LOC-08,University District,40.729,-73.996,2026-08-04 05:45:42,36,0.15,36.9,62,32.7,60.3,430.1,19.4,82.0,Fog,23.4,False,None,
URB-14361,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 05:57:42,63,0.25,27.7,62,25.3,54.3,464.4,18.2,88.8,Rain,32.0,False,None,
URB-14362,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 06:19:42,168,0.61,26.3,100,48.7,94.2,528.9,19.5,66.5,Clear,53.8,False,None,
URB-14363,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 06:29:42,142,0.51,22.8,150,67.4,123.0,526.3,21.2,79.0,Fog,60.2,False,None,
URB-14364,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 06:41:42,129,0.51,19.5,69,33.8,58.5,507.5,21.1,84.1,Heavy Rain,47.7,False,None,
URB-14365,LOC-05,North Residential,40.79,-73.96,2026-08-04 06:56:42,83,0.35,25.1,57,24.3,49.1,468.2,19.2,88.5,Rain,36.4,False,None,
URB-14366,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 07:12:42,119,0.47,30.5,70,27.9,51.7,513.8,22.0,81.7,Heavy Rain,40.8,False,None,
URB-14367,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 07:33:42,326,0.98,21.9,184,82.7,151.6,703.4,22.8,61.1,Clear,85.5,False,None,
URB-14368,LOC-08,University District,40.729,-73.996,2026-08-04 07:45:42,160,0.71,20.9,104,51.2,88.4,542.1,20.6,59.7,Clear,61.1,False,None,
URB-14369,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 07:55:42,277,0.98,15.0,162,76.4,140.7,655.9,22.2,58.8,Clear,85.1,False,None,
URB-14370,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 08:11:42,296,0.98,9.8,128,58.0,110.7,662.7,22.9,77.6,Rain,81.7,False,None,
URB-14371,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 08:35:42,252,0.93,14.3,163,72.4,135.1,628.2,19.6,63.7,Partly Cloudy,83.6,False,None,
URB-14372,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 08:43:42,245,0.98,15.4,139,62.4,113.6,597.2,24.1,57.1,Partly Cloudy,80.8,False,None,
URB-14373,LOC-05,North Residential,40.79,-73.96,2026-08-04 09:05:42,122,0.55,28.0,81,38.6,78.4,484.9,24.2,60.7,Partly Cloudy,47.2,False,None,
URB-14374,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 09:18:42,106,0.41,33.1,53,27.0,48.9,494.3,22.9,76.6,Rain,34.1,False,None,
URB-14375,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 09:27:42,319,0.98,13.4,131,55.2,101.2,701.3,24.7,78.9,Rain,80.4,False,None,
URB-14376,LOC-08,University District,40.729,-73.996,2026-08-04 09:49:42,176,0.6,23.5,124,60.2,114.9,564.0,22.5,57.0,Haze,59.0,False,None,
URB-14377,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 09:55:42,328,0.98,10.2,127,54.8,100.4,687.6,25.1,81.4,Rain,81.3,False,None,
URB-14378,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 10:12:42,213,0.9,13.6,158,71.0,133.9,585.1,23.1,77.6,Fog,81.9,False,None,
URB-14379,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 10:35:42,150,0.63,17.1,93,45.6,80.5,545.6,23.9,84.0,Heavy Rain,57.9,False,None,
URB-14380,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 10:47:42,142,0.56,21.4,72,30.3,51.3,540.2,24.4,78.9,Rain,49.3,False,None,
URB-14381,LOC-05,North Residential,40.79,-73.96,2026-08-04 11:03:42,84,0.35,24.8,55,24.3,51.8,470.9,26.5,70.6,Rain,36.2,False,None,
URB-14382,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 11:16:42,74,0.31,36.2,53,25.7,45.4,456.5,27.9,71.8,Rain,28.6,False,None,
URB-14383,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 11:28:42,205,0.86,19.9,106,45.1,86.2,584.2,26.5,73.9,Rain,68.0,False,None,
URB-14384,LOC-08,University District,40.729,-73.996,2026-08-04 11:43:42,107,0.43,22.6,61,29.0,54.4,487.0,25.0,78.8,Rain,41.6,False,None,
URB-14385,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 11:59:42,233,0.98,10.3,98,40.8,76.5,611.1,24.1,83.5,Heavy Rain,76.2,False,None,
URB-14386,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 12:12:42,235,0.96,10.5,121,57.1,104.4,588.7,26.7,75.3,Heavy Rain,79.3,False,None,
URB-14387,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 12:29:42,193,0.88,14.2,164,79.5,144.2,576.8,28.0,56.4,Haze,81.8,False,None,
URB-14388,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 12:41:42,132,0.57,18.8,67,28.5,48.3,515.1,26.7,73.1,Heavy Rain,50.1,False,None,
URB-14389,LOC-05,North Residential,40.79,-73.96,2026-08-04 12:56:42,107,0.46,24.0,82,40.4,78.7,495.9,27.9,53.0,Haze,45.8,False,None,
URB-14390,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 13:16:42,80,0.36,33.3,47,17.3,37.6,480.5,29.3,73.9,Rain,31.0,False,None,
URB-14391,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 13:28:42,207,0.71,30.5,149,66.9,116.6,593.9,27.0,76.4,Fog,64.2,False,None,
URB-14392,LOC-08,University District,40.729,-73.996,2026-08-04 13:46:42,117,0.49,23.1,75,39.4,68.9,504.3,28.9,72.3,Rain,46.2,False,None,
URB-14393,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 14:01:42,184,0.63,22.7,126,59.2,109.1,547.0,29.9,72.3,Fog,60.9,False,None,
URB-14394,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 14:11:42,218,0.88,13.3,169,80.2,144.4,601.8,28.2,52.1,Haze,83.1,False,None,
URB-14395,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 14:32:42,157,0.66,22.5,108,51.2,102.2,523.5,29.9,45.8,Partly Cloudy,59.1,False,None,
URB-14396,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 14:50:42,142,0.58,27.9,90,36.6,65.0,513.3,28.1,51.4,Partly Cloudy,50.0,False,None,
URB-14397,LOC-05,North Residential,40.79,-73.96,2026-08-04 15:02:42,83,0.38,32.7,59,23.6,47.2,462.3,26.7,53.3,Partly Cloudy,34.2,False,None,
URB-14398,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 15:20:42,67,0.25,57.4,58,22.4,36.2,456.3,27.0,54.9,Partly Cloudy,22.6,False,None,
URB-14399,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 15:25:42,199,0.8,26.6,150,70.7,127.2,586.8,26.0,79.4,Fog,70.0,False,None,
URB-14400,LOC-08,University District,40.729,-73.996,2026-08-04 15:49:42,126,0.46,24.7,98,41.5,77.6,518.8,27.2,78.8,Fog,48.2,False,None,
URB-14401,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 15:57:42,232,0.95,12.0,144,66.0,124.1,596.0,26.5,55.9,Haze,82.2,False,None,
URB-14402,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 16:10:42,410,0.98,14.6,176,79.0,141.4,783.5,27.9,53.2,Partly Cloudy,87.7,False,None,
URB-14403,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 16:26:42,243,0.92,15.0,205,93.2,168.3,613.2,24.7,58.3,Haze,89.3,False,None,
URB-14404,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 16:40:42,195,0.89,16.7,109,47.9,83.6,569.5,26.1,59.6,Partly Cloudy,71.3,False,None,
URB-14405,LOC-05,North Residential,40.79,-73.96,2026-08-04 16:59:42,134,0.5,25.5,95,40.9,72.1,498.7,25.0,80.6,Fog,48.9,False,None,
URB-14406,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 17:15:42,100,0.43,35.7,55,22.5,44.8,484.2,24.0,77.6,Rain,34.0,False,None,
URB-14407,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 17:29:42,332,0.98,14.8,152,73.2,129.0,679.3,24.8,81.9,Rain,83.4,False,None,
URB-14408,LOC-08,University District,40.729,-73.996,2026-08-04 17:45:42,186,0.75,19.0,117,49.8,98.5,549.1,24.8,77.6,Fog,66.0,False,None,
URB-14409,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 18:02:42,321,0.98,12.9,178,82.6,153.4,683.8,25.6,58.3,Clear,88.9,False,None,
URB-14410,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 18:14:42,403,0.98,9.8,182,78.6,139.9,770.7,24.8,79.3,Rain,91.2,False,None,
URB-14411,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 18:31:42,282,0.98,12.4,193,90.1,163.6,634.0,23.3,83.1,Fog,91.8,False,None,
URB-14412,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 18:44:42,221,0.85,12.4,92,40.9,78.8,577.9,22.6,81.8,Heavy Rain,68.9,False,None,
URB-14413,LOC-05,North Residential,40.79,-73.96,2026-08-04 19:02:42,137,0.58,27.8,86,40.8,74.3,517.2,21.2,60.1,Partly Cloudy,49.4,False,None,
URB-14414,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 19:10:42,99,0.43,48.3,61,25.9,56.3,501.3,23.6,63.0,Partly Cloudy,30.4,False,None,
URB-14415,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-04 19:35:42,328,0.98,14.3,128,60.9,114.1,695.2,22.6,83.2,Rain,79.5,False,None,
URB-14416,LOC-08,University District,40.729,-73.996,2026-08-04 19:46:42,194,0.72,19.9,124,55.1,94.6,589.4,22.3,60.7,Haze,65.5,False,None,
URB-14417,LOC-01,Downtown Central,40.7128,-74.006,2026-08-04 19:56:42,344,0.98,14.0,183,80.1,154.0,712.1,25.9,51.6,Clear,89.2,False,None,
URB-14418,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-04 20:12:42,162,0.66,19.5,138,63.4,113.5,549.5,21.4,65.6,Haze,65.8,False,None,
URB-14419,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-04 20:32:42,145,0.5,26.9,114,50.8,94.9,524.3,22.2,59.3,Clear,51.5,False,None,
URB-14420,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-04 20:41:42,101,0.35,23.9,66,30.7,57.2,478.9,23.2,80.3,Heavy Rain,38.6,False,None,
URB-14421,LOC-05,North Residential,40.79,-73.96,2026-08-04 20:55:42,73,0.33,32.0,139,50.0,50.9,441.5,23.6,58.1,Partly Cloudy,31.8,True,Air Quality Hazard,"Hazardous particulate spike (AQI 139, PM2.5 50.0 µg/m³) detected near North Residential."
URB-14422,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-04 21:12:42,55,0.24,41.9,72,37.5,72.4,452.1,21.3,59.6,Haze,26.2,False,None,
